Sr_No.,Lawyer_name,Practice_area,Firm_name,Firm_size,Target_audience,Designation,Years_of_Experience,Total_cases,Successful_cases,Affiliation,Client_reviews,Nominal_fees_per_hearing,Bar_Council_ID
895,Ajay Ghosh,Environmental Lawyer,Agrud Partners,403,Corporations,In-House Counsel,5,155,129,Bar Council of India,Inadequate preparation and subpar legal advice. | Unorganized and frequently missed appointments. | Mismanaged my case and provided inadequate support.,271602,NB/BR/2019/22225
896,Suresh Nair,Environmental Lawyer,Morrison Foerster,28,Government Agencies,In-House Counsel,5,199,154,Bar Council of India,Trustworthy and results-oriented. I felt well-represented. | Very professional and handled my case with great expertise. | Committed and dedicated. Helped me navigate the legal system effectively.,591775,NB/JH/2019/19743
897,Sanjay Reddy,Real Estate Lawyer,Juris Legal,418,Property Sellers,Senior Advocate,15,260,237,Bar Council of India,Limited understanding of my case and its complexities. | Poorly handled legal negotiations and settlements. | Subpar service and lack of attention to my case.,544331,NB/UK/2009/67991
898,Sunita Sharma,Family Lawyer,Milbank,407,Parents,Advocate,2,12,11,Bar Council of India,Excellent service. Made a stressful situation much easier to handle. | Exceptional service with a strong focus on client needs. | Skilled and effective. Managed my case with precision and care.,179167,NB/MN/2022/79867
899,Pratik Kulkarni,Bankruptcy Lawyer,TMT Law Practice,294,Creditors,Counsel,10,200,186,District Court,Poor attention to detail led to errors in my case. | Unprofessional conduct and lack of expertise. | Unreliable and ineffective in managing legal proceedings.,324119,NB/OR/2014/62891
900,Rashmi Singh,Family Lawyer,De Penning & De Penning,427,Divorcing Couples,Solicitor,5,169,162,District Court,Poorly handled legal negotiations and settlements. | Overpromised and underdelivered. Disappointed with the service. | Unorganized and frequently missed appointments.,549966,NB/CG/2019/81853
901,Vikas Patel,International Lawyer,Latham & Watkins LLP,473,International Organizations,Government Counsel,9,125,91,Bar Council of India,Highly knowledgeable and provided excellent advice throughout. | Dedicated and diligent. Always kept me informed. | Clear explanations and transparent throughout the process.,131422,NB/UP/2015/97816
902,Rekha Kapoor,Animal Lawyer,RPV Legal,461,Animal Rights Organizations,Government Counsel,8,170,145,District Court,Failure to provide effective legal representation. | Failed to provide clear explanations and advice. | Lack of professionalism and failed to keep me informed.,143035,NB/TR/2016/75678
903,Ritika Iyer,Civil Lawyer,Debevoise & Plimpton LLP,275,Contract Disputants,Legal Advisor,9,154,138,Bar Council of India,Confident and competent. I felt secure with their representation. | Proactive and strategic in handling my legal issues. | Effective and result-oriented. Highly satisfied with the service.,292587,NB/AP/2015/40343
904,Siddharth Sethi,Securities Lawyer,Bombay Law Chambers,65,Stockbrokers,Independent Legal Consultant,10,186,163,District Court,Exceptional service with a strong focus on client needs. | Proactive and strategic. Achieved a favorable outcome. | Great attention to detail and thorough in handling my case.,215415,NB/DL/2014/91891
905,Manoj Kaul,Corporate Lawyer,Saga Legal,400,Business Executives,Legal Aid Lawyer,1,10,8,Supreme Court of India,Misguided and failed to achieve the desired outcome. | Provided vague advice and seemed disinterested. | Poor representation and lack of thorough case handling.,43979,NB/BCT/2023/11903
906,Ritika Das,Education Lawyer,Gagrats,418,Parents,Managing Associate,9,217,173,Bar Council of India,Did not represent my interests effectively in court. | Poor attention to detail led to errors in my case. | Lack of professionalism and failed to keep me informed.,215514,NB/OR/2015/44310
907,Priya Yadav,Military Lawyer,Shardul Amarchand Mangaldas & Co,26,Veterans,Legal Advisor,8,189,175,Bar Council of India,Very professional and handled my case with great expertise. | Proactive and strategic. Achieved a favorable outcome. | Clear explanations and transparent throughout the process.,375947,NB/BR/2016/18664
908,Ishaan Menon,Administrative Lawyer,Tuli & Co,277,Public Agencies,Junior Associate / Associate,2,24,20,Bar Council of India,Exceptional service with a strong focus on client needs. | Great advocate. Got me the best possible result in my case. | Exceptional at handling complex legal issues.,60211,NB/BCT/2022/25955
909,Tanvi Nair,Health Lawyer,Saraf and Partners,178,Hospitals,Managing Associate,8,191,183,District Court,Always available and attentive to my needs. | Highly knowledgeable and provided excellent advice throughout. | Outstanding client service and thorough legal representation.,227762,NB/KAR/2016/19711
910,Arjun Gupta,Administrative Lawyer,AKS Law Associates,228,Government Agencies,Senior Advocate,15,261,219,High Court,Supportive and empathetic. Always had my best interests in mind. | Experienced and skilled. Made me feel confident throughout. | Skilled and effective. Managed my case with precision and care.,498175,NB/JK/2009/83973
911,Arjun Thakur,Civil Lawyer,Law Point,425,Contract Disputants,Senior Advocate,13,257,214,District Court,Thorough preparation and outstanding legal advice. | Exceptional legal skills and always available to answer questions. | Confident and competent. I felt secure with their representation.,717080,NB/RJ/2011/28267
912,Ayesha Sethi,Corporate Lawyer,Sagus Legal,26,Corporations,Advocate,2,13,11,High Court,Very professional and handled my case with great expertise. | Excellent service. Made a stressful situation much easier to handle. | Knowledgeable and detail-oriented. Provided great support.,146776,NB/WB/2022/48534
913,Anita Khan,Personal Injury Lawyer,Juris Legal,78,Workers,Managing Associate,11,218,198,District Court,Always available and attentive to my needs. | Dedicated to their clients and achieved favorable outcomes. | Proficient in handling legal matters with great care.,339864,NB/TS/2013/43963
914,Pratik Yadav,Immigration Lawyer,Just Law,123,Corporations,Legal Aid Lawyer,2,17,16,Bar Council of India,Confident and competent. I felt secure with their representation. | Efficient and effective. Made a complex process straightforward. | Clear explanations and transparent throughout the process.,38376,NB/KAR/2022/94391
915,Amit Kapoor,Animal Lawyer,I.L.A. Pasrich & Company,152,Pet Owners,Junior Associate / Associate,2,24,24,Bar Council of India,Confident and competent. I felt secure with their representation. | Thorough and meticulous in every aspect of the case. | Always available and attentive to my needs.,64284,NB/TR/2022/75605
916,Divya Bhat,Elder Lawyer,Debevoise & Plimpton LLP,399,Families,Independent Legal Consultant,6,160,130,Supreme Court of India,Excellent service. Made a stressful situation much easier to handle. | Very professional and handled my case with great expertise. | Dedicated to their clients and achieved favorable outcomes.,143969,NB/TR/2018/77293
917,Swati Nair,Maritime Lawyer,LexCounsel,274,Shipping Companies,Managing Partner,15,592,574,Supreme Court of India,"Exceptional at handling complex legal issues. | Professional, reliable, and easy to work with. Satisfied client. | Effective and result-oriented. Highly satisfied with the service.",2559093,NB/KAR/2009/40047
918,Dinesh Ghosh,Personal Injury Lawyer,White & Case LLP,205,Victims of Malpractice,Legal Aid Lawyer,1,12,10,District Court,Caring and attentive to my needs. Very pleased with the outcome. | Excellent service. Made a stressful situation much easier to handle. | Responsive and proactive. Addressed all my concerns promptly.,55842,NB/BCT/2023/72750
919,Priya Khan,Intellectual Property Lawyer,Juris Corp,299,Artists,Junior Associate / Associate,0,28,21,High Court,"Excellent communication and outstanding client care. | Professional, reliable, and easy to work with. Satisfied client. | Responsive and proactive. Addressed all my concerns promptly.",77044,NB/MP/2024/21397
920,Kavita Kadam,Family Lawyer,Indialaw LLP,56,Divorcing Couples,Junior Associate / Associate,0,31,23,Bar Council of India,Ineffective communication and lack of detailed information. | Did not address all legal issues in a timely manner. | Failed to provide clear explanations and advice.,35588,NB/AP/2024/37596
921,Anjali Kulkarni,Corporate Lawyer,Shardul Amarchand Mangaldas & Co,452,Corporations,Senior Advocate,15,334,256,District Court,Proficient in handling legal matters with great care. | Exceptional negotiation skills. Secured a great deal for me. | Very professional and handled my case with great expertise.,207289,NB/G/2009/17447
922,Sneha Nair,Tax Lawyer,Chadha & Chadha IP,66,Individuals,Legal Advisor,9,197,179,District Court,Exceptional service with a strong focus on client needs. | Very responsive and provided excellent legal counsel. | Proactive and strategic in handling my legal issues.,418161,NB/BR/2015/76045
923,Renu Menon,Civil Rights Lawyer,Gravitas Legal,293,Nonprofits,Advocate,2,12,10,High Court,Trustworthy and results-oriented. I felt well-represented. | Excellent service. Made a stressful situation much easier to handle. | Always available and attentive to my needs.,85966,NB/CG/2022/68857
924,Aakash Khan,Education Lawyer,Shardul Amarchand Mangaldas & Co,405,Students,Senior Advocate,12,257,192,Bar Council of India,Great support throughout the legal process. | Professional approach and excellent outcome in my case. | Very professional and handled my case with great expertise.,749227,NB/DL/2012/21738
925,Kiran Joshi,Military Lawyer,I.L.A. Pasrich & Company,462,Military Personnel,Advocate,3,16,15,Bar Council of India,Empathetic and understanding. Made me feel valued. | Professional and reliable. Made the legal process smooth and manageable. | Top-notch service. Went above and beyond to ensure a positive result.,192003,NB/MP/2021/41255
926,Siddhi Sharma,Business Lawyer,AK & Partners,347,Small Businesses,Managing Associate,8,223,193,Supreme Court of India,Failed to deliver on commitments and promises. | Limited understanding of my case and its complexities. | Failed to provide clear explanations and advice.,203904,NB/TS/2016/83286
927,Suresh Mishra,Civil Rights Lawyer,AP & Partners,295,Civil Rights Organizations,In-House Counsel,5,151,144,District Court,"Poor representation and lack of thorough case handling. | Not very responsive. I had to chase for updates. | Felt like just another case, not a priority.",477872,NB/BCT/2019/48545
928,Rohit Rao,Criminal Lawyer,Law Point,423,Government Agencies,Senior Associate,5,58,40,Supreme Court of India,Professional approach and excellent outcome in my case. | Effective and result-oriented. Highly satisfied with the service. | Efficient and effective. Made a complex process straightforward.,81570,NB/OR/2019/95308
929,Naveen Menon,Banking and Finance Lawyer,Spice Route Legal,475,Banks,Senior Associate,5,49,42,Supreme Court of India,Committed and dedicated. Helped me navigate the legal system effectively. | Experienced and skilled. Made me feel confident throughout. | Clear explanations and transparent throughout the process.,102905,NB/UP/2019/13656
930,Abhishek Das,Elder Lawyer,Kochhar & Co.,156,Nursing Homes,Government Counsel,9,164,114,High Court,Exceptional at handling complex legal issues. | Responsive and proactive. Addressed all my concerns promptly. | Consistently high-quality service and reliable support.,95943,NB/TN/2015/25315
931,Naveen Rao,Intellectual Property Lawyer,Cyril Amarchand Mangaldas,326,Artists,Senior Associate,3,48,40,Bar Council of India,Subpar service and lack of attention to my case. | Lacked communication and updates during my case. | Disappointing experience with slow progress and poor outcomes.,147310,NB/KAR/2021/97002
932,Arjun Menon,Personal Injury Lawyer,Morrison Foerster,347,Workers,Junior Associate / Associate,0,21,15,Supreme Court of India,Failed to provide clear explanations and advice. | Unresponsive and did not address all my concerns. | Did not address all legal issues in a timely manner.,75355,NB/TN/2024/75705
933,Harish Sethi,Entertainment Lawyer,White & Case LLP,468,Musicians,Managing Partner,17,456,414,Supreme Court of India,Thorough and meticulous in every aspect of the case. | Responsive and proactive. Addressed all my concerns promptly. | Committed and dedicated. Helped me navigate the legal system effectively.,1564865,NB/TN/2007/53081
